profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
game-center,gc-groups,game_center_groups__create,Game Center grubu (uygulamalar arası paylaşım) · oluştur,oluştur,HAYIR,54,game_center_groups,game_center,game_center_groups.create,POST,/v1/gameCenterGroups,Create a Game Center group.
game-center,gc-groups,game_center_groups__delete,Game Center grubu (uygulamalar arası paylaşım) · sil,sil,HAYIR,55,game_center_groups,game_center,game_center_groups.delete,DELETE,/v1/gameCenterGroups/{id},Delete a Game Center group.
game-center,gc-groups,game_center_groups__game_center_achievements_v2__list,Game Center grubu (uygulamalar arası paylaşım) → başarım · listele,listele,EVET,198,game_center_groups,game_center,game_center_groups.game_center_achievements_v2.list,GET,/v1/gameCenterGroups/{id}/gameCenterAchievementsV2,List the Game Center achievements (v2) belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_achievements_v2__replace,Game Center grubu (uygulamalar arası paylaşım) → başarım · topluca değiştir,topluca değiştir,HAYIR,77,game_center_groups,game_center,game_center_groups.game_center_achievements_v2.replace,PATCH,/v1/gameCenterGroups/{id}/relationships/gameCenterAchievementsV2,Replace the full set of Game Center achievements (v2) linked to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_activities__list,Game Center grubu (uygulamalar arası paylaşım) → Game Center aktivitesi · listele,listele,EVET,144,game_center_groups,game_center,game_center_groups.game_center_activities.list,GET,/v1/gameCenterGroups/{id}/gameCenterActivities,List the Game Center activities belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_challenges__list,Game Center grubu (uygulamalar arası paylaşım) → meydan okuma · listele,listele,EVET,200,game_center_groups,game_center,game_center_groups.game_center_challenges.list,GET,/v1/gameCenterGroups/{id}/gameCenterChallenges,List the Game Center challenges belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_details__list,Game Center grubu (uygulamalar arası paylaşım) → Game Center ayarı · listele,listele,EVET,272,game_center_groups,game_center,game_center_groups.game_center_details.list,GET,/v1/gameCenterGroups/{id}/gameCenterDetails,List the Game Center details belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_leaderboard_sets_v2__list,Game Center grubu (uygulamalar arası paylaşım) → liderlik tablosu seti · listele,listele,EVET,181,game_center_groups,game_center,game_center_groups.game_center_leaderboard_sets_v2.list,GET,/v1/gameCenterGroups/{id}/gameCenterLeaderboardSetsV2,List the Game Center leaderboard sets (v2) belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_leaderboard_sets_v2__replace,Game Center grubu (uygulamalar arası paylaşım) → liderlik tablosu seti · topluca değiştir,topluca değiştir,HAYIR,79,game_center_groups,game_center,game_center_groups.game_center_leaderboard_sets_v2.replace,PATCH,/v1/gameCenterGroups/{id}/relationships/gameCenterLeaderboardSetsV2,Replace the full set of Game Center leaderboard sets (v2) linked to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_leaderboards_v2__list,Game Center grubu (uygulamalar arası paylaşım) → liderlik tablosu · listele,listele,EVET,208,game_center_groups,game_center,game_center_groups.game_center_leaderboards_v2.list,GET,/v1/gameCenterGroups/{id}/gameCenterLeaderboardsV2,List the Game Center leaderboards (v2) belonging to a Game Center group.
game-center,gc-groups,game_center_groups__game_center_leaderboards_v2__replace,Game Center grubu (uygulamalar arası paylaşım) → liderlik tablosu · topluca değiştir,topluca değiştir,HAYIR,77,game_center_groups,game_center,game_center_groups.game_center_leaderboards_v2.replace,PATCH,/v1/gameCenterGroups/{id}/relationships/gameCenterLeaderboardsV2,Replace the full set of Game Center leaderboards (v2) linked to a Game Center group.
game-center,gc-groups,game_center_groups__get,Game Center grubu (uygulamalar arası paylaşım) · getir,getir,EVET,140,game_center_groups,game_center,game_center_groups.get,GET,/v1/gameCenterGroups/{id},Read one Game Center group by ID.
game-center,gc-groups,game_center_groups__list,Game Center grubu (uygulamalar arası paylaşım) · listele,listele,EVET,185,game_center_groups,game_center,game_center_groups.list,GET,/v1/gameCenterGroups,List Game Center groups.
game-center,gc-groups,game_center_groups__update,Game Center grubu (uygulamalar arası paylaşım) · güncelle,güncelle,HAYIR,55,game_center_groups,game_center,game_center_groups.update,PATCH,/v1/gameCenterGroups/{id},Update a Game Center group.
game-center,gc-leaderboard,game_center_leaderboard_entry_submissions__create,skor gönderimi · oluştur,oluştur,HAYIR,66,game_center_leaderboard_entry_submissions,game_center,game_center_leaderboard_entry_submissions.create,POST,/v1/gameCenterLeaderboardEntrySubmissions,Create a Game Center leaderboard entry submission.
game-center,gc-leaderboard,game_center_leaderboard_images_v2__create,liderlik tablosu görseli · oluştur,oluştur,HAYIR,63,game_center_leaderboard_images_v2,game_center,game_center_leaderboard_images_v2.create,POST,/v2/gameCenterLeaderboardImages,Create a Game Center leaderboard images (v2).
game-center,gc-leaderboard,game_center_leaderboard_images_v2__delete,liderlik tablosu görseli · sil,sil,HAYIR,64,game_center_leaderboard_images_v2,game_center,game_center_leaderboard_images_v2.delete,DELETE,/v2/gameCenterLeaderboardImages/{id},Delete a Game Center leaderboard images (v2).
game-center,gc-leaderboard,game_center_leaderboard_images_v2__get,liderlik tablosu görseli · getir,getir,EVET,95,game_center_leaderboard_images_v2,game_center,game_center_leaderboard_images_v2.get,GET,/v2/gameCenterLeaderboardImages/{id},Read one Game Center leaderboard images (v2) by ID.
game-center,gc-leaderboard,game_center_leaderboard_images_v2__update,liderlik tablosu görseli · güncelle,güncelle,HAYIR,64,game_center_leaderboard_images_v2,game_center,game_center_leaderboard_images_v2.update,PATCH,/v2/gameCenterLeaderboardImages/{id},Update a Game Center leaderboard images (v2).
game-center,gc-leaderboard,game_center_leaderboard_localizations_v2__create,liderlik tablosu dil metni · oluştur,oluştur,HAYIR,66,game_center_leaderboard_localizations_v2,game_center,game_center_leaderboard_localizations_v2.create,POST,/v2/gameCenterLeaderboardLocalizations,Create a Game Center leaderboard localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_localizations_v2__delete,liderlik tablosu dil metni · sil,sil,HAYIR,67,game_center_leaderboard_localizations_v2,game_center,game_center_leaderboard_localizations_v2.delete,DELETE,/v2/gameCenterLeaderboardLocalizations/{id},Delete a Game Center leaderboard localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_localizations_v2__get,liderlik tablosu dil metni · getir,getir,EVET,99,game_center_leaderboard_localizations_v2,game_center,game_center_leaderboard_localizations_v2.get,GET,/v2/gameCenterLeaderboardLocalizations/{id},Read one Game Center leaderboard localizations (v2) by ID.
game-center,gc-leaderboard,game_center_leaderboard_localizations_v2__image__get,liderlik tablosu dil metni → görsel · getir,getir,EVET,101,game_center_leaderboard_localizations_v2,game_center,game_center_leaderboard_localizations_v2.image.get,GET,/v2/gameCenterLeaderboardLocalizations/{id}/image,Read the image for a Game Center leaderboard localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_localizations_v2__update,liderlik tablosu dil metni · güncelle,güncelle,HAYIR,67,game_center_leaderboard_localizations_v2,game_center,game_center_leaderboard_localizations_v2.update,PATCH,/v2/gameCenterLeaderboardLocalizations/{id},Update a Game Center leaderboard localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_images_v2__create,liderlik seti görseli · oluştur,oluştur,HAYIR,65,game_center_leaderboard_set_images_v2,game_center,game_center_leaderboard_set_images_v2.create,POST,/v2/gameCenterLeaderboardSetImages,Create a Game Center leaderboard set images (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_images_v2__delete,liderlik seti görseli · sil,sil,HAYIR,66,game_center_leaderboard_set_images_v2,game_center,game_center_leaderboard_set_images_v2.delete,DELETE,/v2/gameCenterLeaderboardSetImages/{id},Delete a Game Center leaderboard set images (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_images_v2__get,liderlik seti görseli · getir,getir,EVET,97,game_center_leaderboard_set_images_v2,game_center,game_center_leaderboard_set_images_v2.get,GET,/v2/gameCenterLeaderboardSetImages/{id},Read one Game Center leaderboard set images (v2) by ID.
game-center,gc-leaderboard,game_center_leaderboard_set_images_v2__update,liderlik seti görseli · güncelle,güncelle,HAYIR,66,game_center_leaderboard_set_images_v2,game_center,game_center_leaderboard_set_images_v2.update,PATCH,/v2/gameCenterLeaderboardSetImages/{id},Update a Game Center leaderboard set images (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_localizations_v2__create,liderlik seti dil metni · oluştur,oluştur,HAYIR,68,game_center_leaderboard_set_localizations_v2,game_center,game_center_leaderboard_set_localizations_v2.create,POST,/v2/gameCenterLeaderboardSetLocalizations,Create a Game Center leaderboard set localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_localizations_v2__delete,liderlik seti dil metni · sil,sil,HAYIR,69,game_center_leaderboard_set_localizations_v2,game_center,game_center_leaderboard_set_localizations_v2.delete,DELETE,/v2/gameCenterLeaderboardSetLocalizations/{id},Delete a Game Center leaderboard set localizations (v2).
game-center,gc-leaderboard,game_center_leaderboard_set_localizations_v2__get,liderlik seti dil metni · getir,getir,EVET,101,game_center_leaderboard_set_localizations_v2,game_center,game_center_leaderboard_set_localizations_v2.get,GET,/v2/gameCenterLeaderboardSetLocalizations/{id},Read one Game Center leaderboard set localizations (v2) by ID.
game-center,gc-leaderboard,game_center_leaderboard_set_localizations_v2__image__get,liderlik seti dil metni → görsel · getir,getir,EVET,103,game_center_leaderboard_set_localizations_v2,game_center,game_center_leaderboard_set_localizations_v2.image.get,GET,/v2/gameCenterLeaderboardSetLocalizations/{id}/image,Read the image for a Game Center leaderboard set localizations (v2).
